Date,Season,Year,Month,Hour,Holiday,Weekday,Working Day,Weather Situation,Temperature,Apparent Temperature,Humidity,Wind Speed,Casual User,Registered User,Total Count,Recency,Rental Category
2011-07-14,Fall,2011,Jul,3,0,Thursday,1,Clear,0.62,0.6212,56.99999999999999,0.2985,1,5,6,536,Low
2011-07-14,Fall,2011,Jul,4,0,Thursday,1,Clear,0.62,0.6212,53.0,0.2537,0,6,6,536,Low
2011-07-14,Fall,2011,Jul,5,0,Thursday,1,Clear,0.6,0.6212,56.00000000000001,0.2239,6,22,28,536,Low
2011-07-14,Fall,2011,Jul,6,0,Thursday,1,Clear,0.6,0.6061,60.0,0.2239,14,116,130,536,Medium
2011-07-14,Fall,2011,Jul,7,0,Thursday,1,Clear,0.62,0.6212,53.0,0.2537,23,311,334,536,High
2011-07-14,Fall,2011,Jul,8,0,Thursday,1,Clear,0.64,0.6212,50.0,0.3582,53,433,486,536,High
2011-07-14,Fall,2011,Jul,9,0,Thursday,1,Clear,0.68,0.6364,47.0,0.2836,29,195,224,536,High
2011-07-14,Fall,2011,Jul,10,0,Thursday,1,Clear,0.7,0.6364,42.0,0.2537,32,95,127,536,Medium
2011-07-14,Fall,2011,Jul,11,0,Thursday,1,Clear,0.72,0.6515,37.0,0.2239,38,110,148,536,Medium
2011-07-14,Fall,2011,Jul,12,0,Thursday,1,Clear,0.74,0.6515,35.0,0.2537,51,172,223,536,High
2011-07-14,Fall,2011,Jul,13,0,Thursday,1,Clear,0.76,0.6667,33.0,0.3284,39,138,177,536,High
2011-07-14,Fall,2011,Jul,14,0,Thursday,1,Clear,0.74,0.6515,35.0,0.2836,49,129,178,536,High
2011-07-14,Fall,2011,Jul,15,0,Thursday,1,Clear,0.76,0.6667,33.0,0.2985,42,138,180,536,High
2011-07-14,Fall,2011,Jul,16,0,Thursday,1,Clear,0.76,0.6667,33.0,0.1343,43,231,274,536,High
2011-07-14,Fall,2011,Jul,17,0,Thursday,1,Clear,0.74,0.6515,37.0,0.1343,78,517,595,536,High
2011-07-14,Fall,2011,Jul,18,0,Thursday,1,Clear,0.72,0.6515,42.0,0.194,94,484,578,536,High
2011-07-14,Fall,2011,Jul,19,0,Thursday,1,Clear,0.72,0.6515,39.0,0.2239,67,333,400,536,High
2011-07-14,Fall,2011,Jul,20,0,Thursday,1,Clear,0.7,0.6364,42.0,0.2239,81,267,348,536,High
2011-07-14,Fall,2011,Jul,21,0,Thursday,1,Clear,0.66,0.6212,50.0,0.1343,58,203,261,536,High
2011-07-14,Fall,2011,Jul,22,0,Thursday,1,Clear,0.64,0.6212,56.99999999999999,0.0896,42,134,176,536,High
2011-07-14,Fall,2011,Jul,23,0,Thursday,1,Clear,0.64,0.6061,65.0,0.2537,27,97,124,536,Medium
2011-07-15,Fall,2011,Jul,0,0,Friday,1,Clear,0.62,0.5909,73.0,0.2239,23,57,80,535,Medium
2011-07-15,Fall,2011,Jul,1,0,Friday,1,Clear,0.62,0.5909,73.0,0.194,7,13,20,535,Low
2011-07-15,Fall,2011,Jul,2,0,Friday,1,Clear,0.6,0.5758,78.0,0.1642,16,22,38,535,Low
2011-07-15,Fall,2011,Jul,3,0,Friday,1,Clear,0.6,0.5909,73.0,0.194,1,6,7,535,Low
2011-07-15,Fall,2011,Jul,4,0,Friday,1,Clear,0.6,0.5909,73.0,0.1642,2,8,10,535,Low
2011-07-15,Fall,2011,Jul,5,0,Friday,1,Clear,0.6,0.5909,73.0,0.1343,7,16,23,535,Low
2011-07-15,Fall,2011,Jul,6,0,Friday,1,Misty,0.6,0.5909,73.0,0.1045,12,108,120,535,Medium
2011-07-15,Fall,2011,Jul,7,0,Friday,1,Clear,0.64,0.6061,65.0,0.1045,17,257,274,535,High
2011-07-15,Fall,2011,Jul,8,0,Friday,1,Clear,0.64,0.6061,65.0,0.2537,50,514,564,535,High
2011-07-15,Fall,2011,Jul,9,0,Friday,1,Clear,0.68,0.6364,54.0,0.194,31,176,207,535,High
2011-07-15,Fall,2011,Jul,10,0,Friday,1,Misty,0.66,0.6212,61.0,0.1642,59,107,166,535,High
2011-07-15,Fall,2011,Jul,11,0,Friday,1,Clear,0.7,0.6515,54.0,0.1343,73,137,210,535,High
2011-07-15,Fall,2011,Jul,12,0,Friday,1,Clear,0.7,0.6515,48.0,0.194,61,177,238,535,High
2011-07-15,Fall,2011,Jul,13,0,Friday,1,Clear,0.7,0.6515,54.0,0.194,85,162,247,535,High
2011-07-15,Fall,2011,Jul,14,0,Friday,1,Clear,0.7,0.6515,51.0,0.194,105,160,265,535,High
2011-07-15,Fall,2011,Jul,15,0,Friday,1,Clear,0.72,0.6515,45.0,0.1642,74,163,237,535,High
2011-07-15,Fall,2011,Jul,16,0,Friday,1,Clear,0.72,0.6667,51.0,0.194,96,265,361,535,High
2011-07-15,Fall,2011,Jul,17,0,Friday,1,Clear,0.74,0.6667,42.0,0.2537,104,483,587,535,High
2011-07-15,Fall,2011,Jul,18,0,Friday,1,Clear,0.72,0.6515,45.0,0.2239,102,394,496,535,High
2011-07-15,Fall,2011,Jul,19,0,Friday,1,Clear,0.7,0.6364,45.0,0.2239,114,280,394,535,High
2011-07-15,Fall,2011,Jul,20,0,Friday,1,Clear,0.7,0.6515,51.0,0.2239,92,251,343,535,High
2011-07-15,Fall,2011,Jul,21,0,Friday,1,Clear,0.66,0.6212,54.0,0.1045,75,186,261,535,High
2011-07-15,Fall,2011,Jul,22,0,Friday,1,Clear,0.66,0.6212,56.99999999999999,0.2239,71,152,223,535,High
2011-07-15,Fall,2011,Jul,23,0,Friday,1,Clear,0.64,0.6212,61.0,0.1642,41,126,167,535,High
2011-07-16,Fall,2011,Jul,0,0,Saturday,0,Clear,0.62,0.6061,65.0,0.194,42,68,110,534,Medium
2011-07-16,Fall,2011,Jul,1,0,Saturday,0,Clear,0.6,0.5909,69.0,0.1045,24,51,75,534,Medium
2011-07-16,Fall,2011,Jul,2,0,Saturday,0,Clear,0.6,0.5909,73.0,0.1343,10,48,58,534,Medium
2011-07-16,Fall,2011,Jul,3,0,Saturday,0,Clear,0.6,0.5758,78.0,0.1343,6,20,26,534,Low
2011-07-16,Fall,2011,Jul,4,0,Saturday,0,Clear,0.6,0.5909,73.0,0.0896,9,7,16,534,Low
2011-07-16,Fall,2011,Jul,5,0,Saturday,0,Clear,0.58,0.5455,78.0,0.0896,4,6,10,534,Low
2011-07-16,Fall,2011,Jul,6,0,Saturday,0,Clear,0.6,0.5758,78.0,0.1642,16,21,37,534,Low
2011-07-16,Fall,2011,Jul,7,0,Saturday,0,Clear,0.62,0.5909,73.0,0.1343,14,38,52,534,Medium
2011-07-16,Fall,2011,Jul,8,0,Saturday,0,Clear,0.66,0.6212,65.0,0.1642,37,90,127,534,Medium
2011-07-16,Fall,2011,Jul,9,0,Saturday,0,Clear,0.7,0.6515,54.0,0.2239,72,150,222,534,High
2011-07-16,Fall,2011,Jul,10,0,Saturday,0,Clear,0.72,0.6667,54.0,0.194,114,208,322,534,High
2011-07-16,Fall,2011,Jul,11,0,Saturday,0,Clear,0.74,0.6667,48.0,0.2239,171,225,396,534,High
2011-07-16,Fall,2011,Jul,12,0,Saturday,0,Clear,0.76,0.6818,43.0,0.2836,187,276,463,534,High
2011-07-16,Fall,2011,Jul,13,0,Saturday,0,Clear,0.76,0.6818,45.0,0.2985,221,276,497,534,High
2011-07-16,Fall,2011,Jul,14,0,Saturday,0,Clear,0.74,0.6667,45.0,0.2985,201,232,433,534,High
2011-07-16,Fall,2011,Jul,15,0,Saturday,0,Clear,0.76,0.6818,45.0,0.3284,205,223,428,534,High
2011-07-16,Fall,2011,Jul,16,0,Saturday,0,Clear,0.76,0.6818,45.0,0.2836,183,242,425,534,High
2011-07-16,Fall,2011,Jul,17,0,Saturday,0,Clear,0.76,0.6818,45.0,0.2239,234,241,475,534,High
2011-07-16,Fall,2011,Jul,18,0,Saturday,0,Clear,0.76,0.6818,45.0,0.2836,185,243,428,534,High
2011-07-16,Fall,2011,Jul,19,0,Saturday,0,Clear,0.74,0.6818,48.0,0.194,164,242,406,534,High
2011-07-16,Fall,2011,Jul,20,0,Saturday,0,Clear,0.72,0.6667,51.0,0.2239,108,188,296,534,High
2011-07-16,Fall,2011,Jul,21,0,Saturday,0,Clear,0.7,0.6515,57.99999999999999,0.2239,85,167,252,534,High
2011-07-16,Fall,2011,Jul,22,0,Saturday,0,Clear,0.7,0.6515,65.0,0.2836,65,136,201,534,High
2011-07-16,Fall,2011,Jul,23,0,Saturday,0,Clear,0.68,0.6364,61.0,0.2239,61,107,168,534,High
2011-07-17,Fall,2011,Jul,0,0,Sunday,0,Clear,0.66,0.6212,65.0,0.2239,34,91,125,533,Medium
2011-07-17,Fall,2011,Jul,1,0,Sunday,0,Clear,0.64,0.6061,69.0,0.194,16,86,102,533,Medium
2011-07-17,Fall,2011,Jul,2,0,Sunday,0,Clear,0.64,0.6061,69.0,0.2239,28,66,94,533,Medium
2011-07-17,Fall,2011,Jul,3,0,Sunday,0,Clear,0.64,0.6061,69.0,0.2239,21,26,47,533,Low
2011-07-17,Fall,2011,Jul,4,0,Sunday,0,Clear,0.62,0.5909,73.0,0.1642,4,6,10,533,Low
2011-07-17,Fall,2011,Jul,5,0,Sunday,0,Clear,0.64,0.6061,69.0,0.2239,4,8,12,533,Low
2011-07-17,Fall,2011,Jul,6,0,Sunday,0,Clear,0.62,0.5909,73.0,0.1642,10,11,21,533,Low
2011-07-17,Fall,2011,Jul,7,0,Sunday,0,Clear,0.64,0.6061,73.0,0.1642,20,30,50,533,Low
2011-07-17,Fall,2011,Jul,8,0,Sunday,0,Clear,0.68,0.6364,65.0,0.2239,45,73,118,533,Medium
2011-07-17,Fall,2011,Jul,9,0,Sunday,0,Clear,0.72,0.6667,57.99999999999999,0.2239,74,110,184,533,High
2011-07-17,Fall,2011,Jul,10,0,Sunday,0,Clear,0.74,0.6818,60.0,0.2239,127,177,304,533,High
2011-07-17,Fall,2011,Jul,11,0,Sunday,0,Clear,0.76,0.697,55.00000000000001,0.2836,147,244,391,533,High
2011-07-17,Fall,2011,Jul,12,0,Sunday,0,Clear,0.76,0.697,55.00000000000001,0.2836,177,243,420,533,High
2011-07-17,Fall,2011,Jul,13,0,Sunday,0,Clear,0.8,0.7424,49.0,0.2985,200,272,472,533,High
2011-07-17,Fall,2011,Jul,14,0,Sunday,0,Clear,0.8,0.7424,49.0,0.3582,168,262,430,533,High
2011-07-17,Fall,2011,Jul,15,0,Sunday,0,Clear,0.82,0.7424,43.0,0.2985,129,195,324,533,High
2011-07-17,Fall,2011,Jul,16,0,Sunday,0,Clear,0.8,0.7273,46.0,0.2985,129,188,317,533,High
2011-07-17,Fall,2011,Jul,17,0,Sunday,0,Clear,0.8,0.7424,49.0,0.3881,133,236,369,533,High
2011-07-17,Fall,2011,Jul,18,0,Sunday,0,Clear,0.8,0.7273,46.0,0.2985,147,243,390,533,High
2011-07-17,Fall,2011,Jul,19,0,Sunday,0,Clear,0.76,0.697,55.00000000000001,0.2836,145,234,379,533,High
2011-07-17,Fall,2011,Jul,20,0,Sunday,0,Clear,0.76,0.7121,57.99999999999999,0.2537,85,177,262,533,High
2011-07-17,Fall,2011,Jul,21,0,Sunday,0,Clear,0.74,0.6818,62.0,0.2239,59,148,207,533,High
2011-07-17,Fall,2011,Jul,22,0,Sunday,0,Clear,0.72,0.6818,66.0,0.2239,65,116,181,533,High
2011-07-17,Fall,2011,Jul,23,0,Sunday,0,Clear,0.7,0.6667,74.0,0.1343,39,54,93,533,Medium
2011-07-18,Fall,2011,Jul,0,0,Monday,1,Clear,0.7,0.6667,74.0,0.1343,21,30,51,532,Medium
2011-07-18,Fall,2011,Jul,1,0,Monday,1,Clear,0.7,0.6667,74.0,0.2239,17,8,25,532,Low
2011-07-18,Fall,2011,Jul,2,0,Monday,1,Clear,0.66,0.6061,83.0,0.2239,2,8,10,532,Low
2011-07-18,Fall,2011,Jul,3,0,Monday,1,Clear,0.66,0.6061,78.0,0.194,3,4,7,532,Low
2011-07-18,Fall,2011,Jul,4,0,Monday,1,Clear,0.64,0.5909,78.0,0.1642,1,3,4,532,Low
2011-07-18,Fall,2011,Jul,5,0,Monday,1,Clear,0.64,0.5909,78.0,0.1045,2,15,17,532,Low
2011-07-18,Fall,2011,Jul,6,0,Monday,1,Clear,0.64,0.5758,83.0,0.1045,10,95,105,532,Medium
2011-07-18,Fall,2011,Jul,7,0,Monday,1,Clear,0.68,0.6364,74.0,0.2239,22,255,277,532,High
2011-07-18,Fall,2011,Jul,8,0,Monday,1,Clear,0.7,0.6515,70.0,0.194,18,329,347,532,High
2011-07-18,Fall,2011,Jul,9,0,Monday,1,Clear,0.74,0.697,67.0,0.2239,33,170,203,532,High
2011-07-18,Fall,2011,Jul,10,0,Monday,1,Clear,0.76,0.7121,62.0,0.194,52,78,130,532,Medium
2011-07-18,Fall,2011,Jul,11,0,Monday,1,Clear,0.8,0.7576,55.00000000000001,0.0896,42,99,141,532,Medium
2011-07-18,Fall,2011,Jul,12,0,Monday,1,Clear,0.8,0.7727,59.0,0.194,39,126,165,532,High
2011-07-18,Fall,2011,Jul,13,0,Monday,1,Clear,0.82,0.7879,56.00000000000001,0.2537,27,125,152,532,High
2011-07-18,Fall,2011,Jul,14,0,Monday,1,Clear,0.82,0.7879,56.00000000000001,0.3284,32,106,138,532,Medium
2011-07-18,Fall,2011,Jul,15,0,Monday,1,Clear,0.84,0.803,53.0,0.3284,53,111,164,532,High
2011-07-18,Fall,2011,Jul,16,0,Monday,1,Clear,0.84,0.803,53.0,0.2836,45,220,265,532,High
2011-07-18,Fall,2011,Jul,17,0,Monday,1,Clear,0.84,0.7879,49.0,0.3284,72,473,545,532,High
2011-07-18,Fall,2011,Jul,18,0,Monday,1,Clear,0.82,0.7727,49.0,0.3582,80,478,558,532,High
2011-07-18,Fall,2011,Jul,19,0,Monday,1,Clear,0.8,0.7576,55.00000000000001,0.2239,63,335,398,532,High
2011-07-18,Fall,2011,Jul,20,0,Monday,1,Clear,0.78,0.7424,59.0,0.2239,91,232,323,532,High
2011-07-18,Fall,2011,Jul,21,0,Monday,1,Clear,0.74,0.697,66.0,0.194,48,154,202,532,High
2011-07-18,Fall,2011,Jul,22,0,Monday,1,Clear,0.76,0.7273,66.0,0.2239,36,104,140,532,Medium
2011-07-18,Fall,2011,Jul,23,0,Monday,1,Clear,0.74,0.697,66.0,0.1642,32,59,91,532,Medium
2011-07-19,Fall,2011,Jul,0,0,Tuesday,1,Clear,0.74,0.697,66.0,0.1045,25,26,51,531,Medium
2011-07-19,Fall,2011,Jul,1,0,Tuesday,1,Misty,0.74,0.697,66.0,0.1343,7,6,13,531,Low
2011-07-19,Fall,2011,Jul,2,0,Tuesday,1,Clear,0.72,0.6818,70.0,0.1642,9,4,13,531,Low
2011-07-19,Fall,2011,Jul,3,0,Tuesday,1,Clear,0.72,0.6818,70.0,0.1642,2,1,3,531,Low
2011-07-19,Fall,2011,Jul,4,0,Tuesday,1,Clear,0.72,0.6818,70.0,0.1343,1,4,5,531,Low
2011-07-19,Fall,2011,Jul,5,0,Tuesday,1,Misty,0.7,0.6667,74.0,0.1045,0,19,19,531,Low
2011-07-19,Fall,2011,Jul,6,0,Tuesday,1,Misty,0.72,0.697,74.0,0.1045,8,126,134,531,Medium
2011-07-19,Fall,2011,Jul,7,0,Tuesday,1,Misty,0.74,0.697,70.0,0.1642,28,287,315,531,High
2011-07-19,Fall,2011,Jul,8,0,Tuesday,1,Misty,0.76,0.7273,70.0,0.1642,31,381,412,531,High
2011-07-19,Fall,2011,Jul,9,0,Tuesday,1,Misty,0.8,0.7879,63.0,0.1343,22,177,199,531,High
2011-07-19,Fall,2011,Jul,10,0,Tuesday,1,Misty,0.82,0.7879,56.00000000000001,0.1642,29,112,141,531,Medium
2011-07-19,Fall,2011,Jul,11,0,Tuesday,1,Clear,0.82,0.803,59.0,0.0,29,98,127,531,Medium
2011-07-19,Fall,2011,Jul,12,0,Tuesday,1,Clear,0.84,0.8182,56.00000000000001,0.0896,26,127,153,531,High
2011-07-19,Fall,2011,Jul,13,0,Tuesday,1,Clear,0.86,0.8333,53.0,0.1045,33,139,172,531,High
2011-07-19,Fall,2011,Jul,14,0,Tuesday,1,Clear,0.86,0.8182,50.0,0.194,41,111,152,531,High
2011-07-19,Fall,2011,Jul,15,0,Tuesday,1,Clear,0.88,0.8182,44.0,0.194,48,110,158,531,High
2011-07-19,Fall,2011,Jul,16,0,Tuesday,1,Clear,0.9,0.8485,42.0,0.2985,61,216,277,531,High
2011-07-19,Fall,2011,Jul,17,0,Tuesday,1,Clear,0.8,0.803,66.0,0.0,68,445,513,531,High
2011-07-19,Fall,2011,Jul,18,0,Tuesday,1,Clear,0.8,0.803,66.0,0.1343,80,450,530,531,High
2011-07-19,Fall,2011,Jul,19,0,Tuesday,1,Clear,0.76,0.7424,75.0,0.194,54,334,388,531,High
2011-07-19,Fall,2011,Jul,20,0,Tuesday,1,Clear,0.74,0.7273,74.0,0.0896,48,229,277,531,High
2011-07-19,Fall,2011,Jul,21,0,Tuesday,1,Clear,0.74,0.7121,74.0,0.1343,47,194,241,531,High
2011-07-19,Fall,2011,Jul,22,0,Tuesday,1,Clear,0.74,0.7121,74.0,0.0,36,120,156,531,High
2011-07-19,Fall,2011,Jul,23,0,Tuesday,1,Light Rain,0.72,0.697,79.0,0.1642,19,73,92,531,Medium
2011-07-20,Fall,2011,Jul,0,0,Wednesday,1,Clear,0.7,0.6667,84.0,0.1045,11,29,40,530,Low
2011-07-20,Fall,2011,Jul,1,0,Wednesday,1,Clear,0.7,0.6667,84.0,0.0,4,7,11,530,Low
2011-07-20,Fall,2011,Jul,2,0,Wednesday,1,Clear,0.7,0.6667,84.0,0.0,2,7,9,530,Low
2011-07-20,Fall,2011,Jul,3,0,Wednesday,1,Clear,0.7,0.6667,84.0,0.1045,2,4,6,530,Low
2011-07-20,Fall,2011,Jul,4,0,Wednesday,1,Clear,0.68,0.6364,83.0,0.0,0,4,4,530,Low
2011-07-20,Fall,2011,Jul,5,0,Wednesday,1,Clear,0.68,0.6364,83.0,0.1045,4,19,23,530,Low
2011-07-20,Fall,2011,Jul,6,0,Wednesday,1,Misty,0.68,0.6364,89.0,0.1045,5,111,116,530,Medium
2011-07-20,Fall,2011,Jul,7,0,Wednesday,1,Misty,0.7,0.6667,84.0,0.1045,27,276,303,530,High
2011-07-20,Fall,2011,Jul,8,0,Wednesday,1,Clear,0.74,0.7121,74.0,0.0,34,404,438,530,High
2011-07-20,Fall,2011,Jul,9,0,Wednesday,1,Clear,0.74,0.697,70.0,0.0896,28,181,209,530,High
2011-07-20,Fall,2011,Jul,10,0,Wednesday,1,Clear,0.76,0.7273,70.0,0.0,34,76,110,530,Medium
2011-07-20,Fall,2011,Jul,11,0,Wednesday,1,Clear,0.8,0.7879,63.0,0.0896,26,116,142,530,Medium
2011-07-20,Fall,2011,Jul,12,0,Wednesday,1,Clear,0.82,0.803,59.0,0.0,28,121,149,530,Medium
2011-07-20,Fall,2011,Jul,13,0,Wednesday,1,Clear,0.84,0.8182,56.00000000000001,0.194,23,97,120,530,Medium
2011-07-20,Fall,2011,Jul,14,0,Wednesday,1,Clear,0.86,0.8333,53.0,0.2239,44,83,127,530,Medium
2011-07-20,Fall,2011,Jul,15,0,Wednesday,1,Clear,0.86,0.8182,50.0,0.1642,36,102,138,530,Medium
2011-07-20,Fall,2011,Jul,16,0,Wednesday,1,Clear,0.84,0.8182,56.00000000000001,0.0,30,204,234,530,High
2011-07-20,Fall,2011,Jul,17,0,Wednesday,1,Clear,0.84,0.8333,59.0,0.194,50,405,455,530,High
2011-07-20,Fall,2011,Jul,18,0,Wednesday,1,Clear,0.84,0.8333,59.0,0.2239,68,429,497,530,High
2011-07-20,Fall,2011,Jul,19,0,Wednesday,1,Clear,0.82,0.8485,67.0,0.1642,59,323,382,530,High
2011-07-20,Fall,2011,Jul,20,0,Wednesday,1,Clear,0.8,0.8333,75.0,0.2239,45,264,309,530,High
2011-07-20,Fall,2011,Jul,21,0,Wednesday,1,Clear,0.8,0.803,66.0,0.1642,33,209,242,530,High
2011-07-20,Fall,2011,Jul,22,0,Wednesday,1,Clear,0.78,0.7727,70.0,0.2239,25,144,169,530,High
2011-07-20,Fall,2011,Jul,23,0,Wednesday,1,Clear,0.76,0.7424,75.0,0.2537,26,73,99,530,Medium
2011-07-21,Fall,2011,Jul,0,0,Thursday,1,Misty,0.76,0.7424,75.0,0.194,13,29,42,529,Low
2011-07-21,Fall,2011,Jul,1,0,Thursday,1,Misty,0.74,0.7273,84.0,0.2239,5,16,21,529,Low
2011-07-21,Fall,2011,Jul,2,0,Thursday,1,Misty,0.74,0.7273,84.0,0.2239,2,4,6,529,Low
2011-07-21,Fall,2011,Jul,3,0,Thursday,1,Misty,0.74,0.7121,79.0,0.1343,1,5,6,529,Low
2011-07-21,Fall,2011,Jul,4,0,Thursday,1,Misty,0.72,0.7121,84.0,0.1045,0,4,4,529,Low
2011-07-21,Fall,2011,Jul,5,0,Thursday,1,Misty,0.72,0.7121,84.0,0.1045,2,16,18,529,Low
2011-07-21,Fall,2011,Jul,6,0,Thursday,1,Misty,0.72,0.7121,84.0,0.1045,6,111,117,529,Medium
2011-07-21,Fall,2011,Jul,7,0,Thursday,1,Misty,0.74,0.7273,84.0,0.1343,23,251,274,529,High
2011-07-21,Fall,2011,Jul,8,0,Thursday,1,Misty,0.76,0.7576,79.0,0.1642,23,358,381,529,High
2011-07-21,Fall,2011,Jul,9,0,Thursday,1,Misty,0.8,0.8182,75.0,0.2537,34,166,200,529,High
2011-07-21,Fall,2011,Jul,10,0,Thursday,1,Misty,0.82,0.8636,71.0,0.2239,31,47,78,529,Medium
2011-07-21,Fall,2011,Jul,11,0,Thursday,1,Misty,0.86,0.8939,63.0,0.2985,27,79,106,529,Medium
2011-07-21,Fall,2011,Jul,12,0,Thursday,1,Clear,0.88,0.8939,56.00000000000001,0.3284,29,106,135,529,Medium
2011-07-21,Fall,2011,Jul,13,0,Thursday,1,Clear,0.88,0.8939,56.00000000000001,0.2985,21,81,102,529,Medium
2011-07-21,Fall,2011,Jul,14,0,Thursday,1,Clear,0.9,0.8939,50.0,0.3582,50,97,147,529,Medium
2011-07-21,Fall,2011,Jul,15,0,Thursday,1,Clear,0.9,0.9242,53.0,0.2537,40,93,133,529,Medium
2011-07-21,Fall,2011,Jul,16,0,Thursday,1,Clear,0.92,0.9242,48.0,0.2836,43,167,210,529,High
2011-07-21,Fall,2011,Jul,17,0,Thursday,1,Clear,0.92,0.9091,45.0,0.2985,40,374,414,529,High
2011-07-21,Fall,2011,Jul,18,0,Thursday,1,Clear,0.9,0.8939,50.0,0.2836,39,343,382,529,High
2011-07-21,Fall,2011,Jul,19,0,Thursday,1,Clear,0.86,0.9242,67.0,0.2836,51,233,284,529,High
2011-07-21,Fall,2011,Jul,20,0,Thursday,1,Clear,0.84,0.8939,71.0,0.2239,38,199,237,529,High
2011-07-21,Fall,2011,Jul,21,0,Thursday,1,Clear,0.82,0.8939,75.0,0.2239,38,187,225,529,High
2011-07-21,Fall,2011,Jul,22,0,Thursday,1,Clear,0.82,0.8636,71.0,0.1642,36,113,149,529,Medium
2011-07-21,Fall,2011,Jul,23,0,Thursday,1,Clear,0.8,0.8182,71.0,0.1642,40,73,113,529,Medium
2011-07-22,Fall,2011,Jul,0,0,Friday,1,Clear,0.82,0.8333,63.0,0.1343,9,51,60,528,Medium
2011-07-22,Fall,2011,Jul,1,0,Friday,1,Clear,0.8,0.7879,63.0,0.0,7,17,24,528,Low
2011-07-22,Fall,2011,Jul,2,0,Friday,1,Clear,0.78,0.803,79.0,0.1343,0,14,14,528,Low
2011-07-22,Fall,2011,Jul,3,0,Friday,1,Clear,0.78,0.7879,75.0,0.1045,1,6,7,528,Low
2011-07-22,Fall,2011,Jul,4,0,Friday,1,Clear,0.76,0.7424,75.0,0.1045,8,5,13,528,Low
2011-07-22,Fall,2011,Jul,5,0,Friday,1,Clear,0.74,0.7121,79.0,0.1045,2,17,19,528,Low
2011-07-22,Fall,2011,Jul,6,0,Friday,1,Clear,0.76,0.7424,75.0,0.0896,13,83,96,528,Medium
2011-07-22,Fall,2011,Jul,7,0,Friday,1,Misty,0.8,0.803,66.0,0.1045,20,232,252,528,High
2011-07-22,Fall,2011,Jul,8,0,Friday,1,Misty,0.84,0.8485,63.0,0.1642,30,292,322,528,High
2011-07-22,Fall,2011,Jul,9,0,Friday,1,Clear,0.86,0.8939,63.0,0.0896,31,177,208,528,High
2011-07-22,Fall,2011,Jul,10,0,Friday,1,Clear,0.9,0.9242,53.0,0.0896,32,83,115,528,Medium
2011-07-22,Fall,2011,Jul,11,0,Friday,1,Clear,0.9,0.8939,50.0,0.1045,23,86,109,528,Medium
2011-07-22,Fall,2011,Jul,12,0,Friday,1,Clear,0.94,0.9545,48.0,0.1642,20,95,115,528,Medium
2011-07-22,Fall,2011,Jul,13,0,Friday,1,Clear,0.94,0.9848,51.0,0.1642,25,98,123,528,Medium
2011-07-22,Fall,2011,Jul,14,0,Friday,1,Clear,0.96,1.0,48.0,0.2985,24,77,101,528,Medium
2011-07-22,Fall,2011,Jul,15,0,Friday,1,Clear,0.94,0.9848,51.0,0.2985,32,101,133,528,Medium
2011-07-22,Fall,2011,Jul,16,0,Friday,1,Light Rain,0.9,0.8333,39.0,0.2985,29,153,182,528,High
2011-07-22,Fall,2011,Jul,17,0,Friday,1,Clear,0.88,0.8485,47.0,0.1045,35,271,306,528,High
2011-07-22,Fall,2011,Jul,18,0,Friday,1,Clear,0.9,0.8182,37.0,0.1642,34,250,284,528,High
2011-07-22,Fall,2011,Jul,19,0,Friday,1,Misty,0.86,0.7879,41.0,0.1045,40,210,250,528,High
2011-07-22,Fall,2011,Jul,20,0,Friday,1,Clear,0.84,0.8182,56.00000000000001,0.0,46,166,212,528,High
2011-07-22,Fall,2011,Jul,21,0,Friday,1,Clear,0.82,0.803,59.0,0.0896,38,152,190,528,High
2011-07-22,Fall,2011,Jul,22,0,Friday,1,Misty,0.84,0.7879,49.0,0.0896,44,105,149,528,Medium
2011-07-22,Fall,2011,Jul,23,0,Friday,1,Clear,0.8,0.7879,63.0,0.194,19,84,103,528,Medium
2011-07-23,Fall,2011,Jul,0,0,Saturday,0,Clear,0.82,0.7879,56.00000000000001,0.0,16,85,101,527,Medium
2011-07-23,Fall,2011,Jul,1,0,Saturday,0,Clear,0.82,0.7727,52.0,0.1045,13,57,70,527,Medium
2011-07-23,Fall,2011,Jul,2,0,Saturday,0,Clear,0.82,0.7727,52.0,0.0,13,48,61,527,Medium
2011-07-23,Fall,2011,Jul,3,0,Saturday,0,Clear,0.78,0.7576,66.0,0.0896,6,16,22,527,Low
2011-07-23,Fall,2011,Jul,4,0,Saturday,0,Clear,0.76,0.7273,66.0,0.1045,5,4,9,527,Low
2011-07-23,Fall,2011,Jul,5,0,Saturday,0,Clear,0.76,0.7121,62.0,0.1343,1,6,7,527,Low
2011-07-23,Fall,2011,Jul,6,0,Saturday,0,Clear,0.8,0.7424,52.0,0.1343,6,19,25,527,Low
2011-07-23,Fall,2011,Jul,7,0,Saturday,0,Clear,0.8,0.7424,52.0,0.1045,7,38,45,527,Low
2011-07-23,Fall,2011,Jul,8,0,Saturday,0,Clear,0.84,0.7879,49.0,0.2537,24,85,109,527,Medium
2011-07-23,Fall,2011,Jul,9,0,Saturday,0,Clear,0.84,0.7879,49.0,0.1642,30,102,132,527,Medium
2011-07-23,Fall,2011,Jul,10,0,Saturday,0,Clear,0.86,0.7879,41.0,0.2239,61,137,198,527,High
2011-07-23,Fall,2011,Jul,11,0,Saturday,0,Clear,0.9,0.8182,37.0,0.194,62,154,216,527,High
